country,target,year,month,new_referring_main_domains,referring_main_domains,category
US,elmonterv.com,2024,6,52,2558,car rentals
US,elmonterv.com,2024,7,61,2572,car rentals
US,elmonterv.com,2024,8,56,2584,car rentals
US,elmonterv.com,2024,9,59,2608,car rentals
US,elmonterv.com,2024,10,61,2612,car rentals
US,elmonterv.com,2024,11,81,2627,car rentals
US,elmonterv.com,2024,12,70,2610,car rentals
US,elmonterv.com,2025,1,53,2549,car rentals
US,carrentalexpress.com,2024,1,23,1023,car rentals
US,carrentalexpress.com,2024,2,11,991,car rentals
US,carrentalexpress.com,2024,3,15,997,car rentals
US,carrentalexpress.com,2024,4,10,985,car rentals
US,carrentalexpress.com,2024,5,26,978,car rentals
US,carrentalexpress.com,2024,6,20,980,car rentals
US,carrentalexpress.com,2024,7,16,983,car rentals
US,carrentalexpress.com,2024,8,14,960,car rentals
US,carrentalexpress.com,2024,9,10,957,car rentals
US,carrentalexpress.com,2024,10,23,953,car rentals
US,carrentalexpress.com,2024,11,28,944,car rentals
US,carrentalexpress.com,2024,12,19,907,car rentals
US,carrentalexpress.com,2025,1,18,862,car rentals
US,cars.cartrawler.com,2024,1,12,703,car rentals
US,cars.cartrawler.com,2024,2,17,711,car rentals
US,cars.cartrawler.com,2024,3,28,735,car rentals
US,cars.cartrawler.com,2024,4,23,747,car rentals
US,cars.cartrawler.com,2024,5,17,760,car rentals
US,cars.cartrawler.com,2024,6,23,778,car rentals
US,cars.cartrawler.com,2024,7,16,791,car rentals
US,cars.cartrawler.com,2024,8,16,797,car rentals
US,cars.cartrawler.com,2024,9,18,807,car rentals
US,cars.cartrawler.com,2024,10,27,827,car rentals
US,cars.cartrawler.com,2024,11,45,849,car rentals
US,cars.cartrawler.com,2024,12,26,843,car rentals
US,cars.cartrawler.com,2025,1,53,886,car rentals
US,avisbudget.com,2024,1,7,230,car rentals
US,avisbudget.com,2024,2,13,219,car rentals
US,avisbudget.com,2024,3,24,221,car rentals
US,avisbudget.com,2024,4,14,224,car rentals
US,avisbudget.com,2024,5,26,219,car rentals
US,avisbudget.com,2024,6,28,234,car rentals
US,avisbudget.com,2024,7,14,226,car rentals
US,avisbudget.com,2024,8,22,209,car rentals
US,avisbudget.com,2024,9,17,170,car rentals
US,avisbudget.com,2024,10,15,115,car rentals
US,avisbudget.com,2024,11,3,111,car rentals
US,avisbudget.com,2024,12,20,129,car rentals
US,avisbudget.com,2025,1,6,128,car rentals
US,pclncdn.com,2024,1,17,325,car rentals
US,pclncdn.com,2024,2,7,331,car rentals
US,pclncdn.com,2024,3,14,344,car rentals
US,pclncdn.com,2024,4,6,347,car rentals
US,pclncdn.com,2024,5,10,356,car rentals
US,pclncdn.com,2024,6,19,372,car rentals
US,pclncdn.com,2024,7,17,387,car rentals
US,pclncdn.com,2024,8,8,395,car rentals
US,pclncdn.com,2024,9,8,400,car rentals
US,pclncdn.com,2024,10,5,392,car rentals
US,pclncdn.com,2024,11,9,395,car rentals
US,pclncdn.com,2024,12,19,407,car rentals
US,pclncdn.com,2025,1,8,404,car rentals
US,adobecar.com,2024,1,23,828,car rentals
US,adobecar.com,2024,2,27,825,car rentals
US,adobecar.com,2024,3,27,834,car rentals
US,adobecar.com,2024,4,18,842,car rentals
US,adobecar.com,2024,5,34,847,car rentals
US,adobecar.com,2024,6,30,860,car rentals
US,adobecar.com,2024,7,28,875,car rentals
US,adobecar.com,2024,8,16,880,car rentals
US,adobecar.com,2024,9,19,891,car rentals
US,adobecar.com,2024,10,35,903,car rentals
US,adobecar.com,2024,11,42,902,car rentals
US,adobecar.com,2024,12,33,904,car rentals
US,adobecar.com,2025,1,28,886,car rentals
US,caagcrm.com,2024,1,4,115,car rentals
US,caagcrm.com,2024,2,3,115,car rentals
US,caagcrm.com,2024,3,1,113,car rentals
US,caagcrm.com,2024,4,5,116,car rentals
US,caagcrm.com,2024,5,5,120,car rentals
US,caagcrm.com,2024,6,2,122,car rentals
US,caagcrm.com,2024,7,5,126,car rentals
US,caagcrm.com,2024,8,6,130,car rentals
US,caagcrm.com,2024,9,2,132,car rentals
US,caagcrm.com,2024,10,6,134,car rentals
US,caagcrm.com,2024,11,6,133,car rentals
US,caagcrm.com,2024,12,6,135,car rentals
US,caagcrm.com,2025,1,9,137,car rentals
US,enterprisecarshare.com,2024,1,36,1256,car rentals
US,enterprisecarshare.com,2024,2,33,1230,car rentals
US,enterprisecarshare.com,2024,3,47,1232,car rentals
US,enterprisecarshare.com,2024,4,20,1228,car rentals
US,enterprisecarshare.com,2024,5,30,1226,car rentals
US,enterprisecarshare.com,2024,6,13,1226,car rentals
US,enterprisecarshare.com,2024,7,26,1238,car rentals
US,enterprisecarshare.com,2024,8,26,1230,car rentals
US,enterprisecarshare.com,2024,9,11,1221,car rentals
US,enterprisecarshare.com,2024,10,64,1251,car rentals
US,enterprisecarshare.com,2024,11,28,1238,car rentals
US,enterprisecarshare.com,2024,12,24,1221,car rentals
US,enterprisecarshare.com,2025,1,19,1176,car rentals
US,bluecarrental.is,2024,1,20,942,car rentals
US,bluecarrental.is,2024,2,25,933,car rentals
US,bluecarrental.is,2024,3,33,945,car rentals
US,bluecarrental.is,2024,4,18,943,car rentals
US,bluecarrental.is,2024,5,20,931,car rentals
US,bluecarrental.is,2024,6,25,937,car rentals
US,bluecarrental.is,2024,7,20,944,car rentals
US,bluecarrental.is,2024,8,15,935,car rentals
US,bluecarrental.is,2024,9,26,948,car rentals
US,bluecarrental.is,2024,10,33,957,car rentals
US,bluecarrental.is,2024,11,45,977,car rentals
US,bluecarrental.is,2024,12,40,992,car rentals
US,bluecarrental.is,2025,1,22,986,car rentals
US,rentgreenvans.com,2024,1,8,194,car rentals
US,rentgreenvans.com,2024,2,6,196,car rentals
US,rentgreenvans.com,2024,3,7,201,car rentals
US,rentgreenvans.com,2024,4,6,207,car rentals
US,rentgreenvans.com,2024,5,5,210,car rentals
US,rentgreenvans.com,2024,6,9,217,car rentals
US,rentgreenvans.com,2024,7,17,232,car rentals
US,rentgreenvans.com,2024,8,13,239,car rentals
US,rentgreenvans.com,2024,9,7,239,car rentals
US,rentgreenvans.com,2024,10,31,262,car rentals
US,rentgreenvans.com,2024,11,34,282,car rentals
US,rentgreenvans.com,2024,12,18,293,car rentals
US,rentgreenvans.com,2025,1,20,300,car rentals
US,savaari.com,2024,1,64,2919,car rentals
US,savaari.com,2024,2,64,2775,car rentals
US,savaari.com,2024,3,91,2783,car rentals
US,savaari.com,2024,4,71,2745,car rentals
US,savaari.com,2024,5,85,2710,car rentals
US,savaari.com,2024,6,89,2720,car rentals
US,savaari.com,2024,7,66,2722,car rentals
US,savaari.com,2024,8,101,2759,car rentals
US,savaari.com,2024,9,105,2801,car rentals
US,savaari.com,2024,10,170,2831,car rentals
US,savaari.com,2024,11,80,2774,car rentals
US,savaari.com,2024,12,105,2786,car rentals
US,savaari.com,2025,1,83,2789,car rentals
